release_sequence,release_key,provider,model,release_date,mention_position,raw_mention,benchmark_id,benchmark_name,match_source,match_type,source_author,frontier_lab_author_affiliations,source_author_group,self_affiliated_source,legacy_task_mode,legacy_task_domain,headline_task_mode,facet_domain,construct_claim,benchmark_lifecycle_risk
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,10,ARC-AGI-2,benchmark_arc_agi_2,ARC-AGI-2,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Multimodal Perception,General/Commonsense; Visual/Document,multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,11,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,12,MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,alias,version_alias,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,13,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,14,MRCR v2,benchmark_mrcr_v2,MRCR v2,canonical,exact,OpenAI,Google; DeepMind,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; version_instability
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,15,OpenRCA,benchmark_openrca,OpenRCA,canonical,exact,"Academia, Others(Microsoft)",Microsoft,Other frontier lab-affiliated,False,Generative Reasoning,Coding/Engineering,Constraint Satisfaction,Coding/Engineering; Other Specialized,domain_expertise; reasoning; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; unclear_metric
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,16,BigLaw Bench,benchmark_biglaw_bench,BigLaw Bench,canonical,exact,Others(Harvey),none,Independent/industry,False,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Law,document_understanding; domain_expertise; long_context_reasoning; reasoning,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,17,CyberGym,benchmark_cybergym,CyberGym,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Cybersecurity,agentic_task_completion; coding; domain_expertise; reasoning; tool_use,construct_validity_risk; contamination_risk; version_instability
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,18,Graphwalks,benchmark_graphwalks,GraphWalks,alias,case_variant,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,STEM/Math,Knowledge Retrieval,Other Specialized; STEM/Math,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,19,SWE-bench Multilingual,benchmark_swe_bench_multilingual,SWE-bench Multilingual,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Multilingual,agentic_task_completion; coding; reasoning; software_engineering; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,20,Vending-Bench 2,benchmark_vending_bench_2,Vending-Bench 2,canonical,exact,Others(Andon Labs),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,Finance; General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use; web_navigation,construct_validity_risk; distribution_shift_risk; unclear_metric
30,Anthropic::Claude 4.6 (Opus)::2026-02-05,Anthropic,Claude 4.6 (Opus),2026-02-05,21,BioPipelineBench,benchmark_biopipelinebench,BioPipelineBench,canonical,exact,Anthropic,Anthropic,Self-affiliated frontier lab,True,Agentic,Specialized (Law/Bio/Finance),Agentic,Bio/Medicine; Coding/Engineering,agentic_task_completion; coding; domain_expertise; scientific_reasoning; tool_use,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
31,OpenAI::GPT-5.3-Codex::2026-02-05,OpenAI,GPT-5.3-Codex,2026-02-05,1,SWE-Bench Pro (Public),benchmark_swe_bench_pro,SWE-bench Pro,alias,version_alias,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
31,OpenAI::GPT-5.3-Codex::2026-02-05,OpenAI,GPT-5.3-Codex,2026-02-05,2,SWE-bench Verified,benchmark_swe_bench_verified,SWE-bench verified,alias,case_variant,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
31,OpenAI::GPT-5.3-Codex::2026-02-05,OpenAI,GPT-5.3-Codex,2026-02-05,3,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; version_instability
31,OpenAI::GPT-5.3-Codex::2026-02-05,OpenAI,GPT-5.3-Codex,2026-02-05,4,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; instruction_following; multimodal_understanding; reasoning; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
31,OpenAI::GPT-5.3-Codex::2026-02-05,OpenAI,GPT-5.3-Codex,2026-02-05,5,GDPval,benchmark_gdpval,GDPval,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Agentic,Bio/Medicine; Coding/Engineering; Finance; Law; Other Specialized,document_understanding; domain_expertise; instruction_following; preference_or_human_judgment; reasoning,construct_validity_risk; distribution_shift_risk; private_or_opaque_eval; provider_created_benchmark
31,OpenAI::GPT-5.3-Codex::2026-02-05,OpenAI,GPT-5.3-Codex,2026-02-05,6,Cybersecurity Capture The Flag Challenges,benchmark_cybersecurity_ctfs,Cybersecurity CTFs,alias,legacy_name,Academia,none,Academia,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; Cybersecurity,agentic_task_completion; coding; domain_expertise; reasoning; tool_use,contamination_risk; private_or_opaque_eval; unclear_metric
31,OpenAI::GPT-5.3-Codex::2026-02-05,OpenAI,GPT-5.3-Codex,2026-02-05,7,SWE-lancer IC Diamond,benchmark_swe_lancer_ic_diamond,SWE-Lancer IC Diamond,alias,case_variant,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,contamination_risk; distribution_shift_risk; provider_created_benchmark; unclear_metric
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,1,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,2,ARC-AGI-2,benchmark_arc_agi_2,ARC-AGI-2,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Multimodal Perception,General/Commonsense; Visual/Document,multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,3,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,4,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; version_instability
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,5,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,6,SWE-bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,canonical,exact,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,7,LiveCodeBench Pro,benchmark_livecodebench_pro,LiveCodeBench Pro,canonical,exact,Academia,none,Academia,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; STEM/Math,coding; mathematical_reasoning; reasoning; software_engineering,construct_validity_risk; contamination_risk; version_instability
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,8,SciCode,benchmark_scicode,SciCode,canonical,exact,Academia,none,Academia,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; STEM/Math,coding; domain_expertise; mathematical_reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,9,APEX-Agents,benchmark_apex_agents,APEX-Agents,canonical,exact,Others(Mercor),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,General/Commonsense; Other Specialized,agentic_task_completion; computer_use; domain_expertise; instruction_following; reasoning; tool_use; web_navigation,distribution_shift_risk; private_or_opaque_eval; unclear_metric
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,10,GDPval-AA,benchmark_gdpval_aa,GDPval-AA,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,General/Commonsense; Other Specialized,document_understanding; domain_expertise; instruction_following; reasoning,construct_validity_risk; private_or_opaque_eval; unclear_metric
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,11,TAU-2 bench,benchmark_tau_2_bench,TAU-2 bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,12,Scale MCP-Atlas,benchmark_scale_mcp_atlas,Scale MCP-Atlas,canonical,exact,Others(Scale AI),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use,private_or_opaque_eval; provider_created_benchmark; unclear_metric; version_instability
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,13,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; factual_knowledge; reasoning; tool_use; web_navigation,contamination_risk; distribution_shift_risk; provider_created_benchmark
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,14,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,15,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
32,Google::Gemini 3.1 Pro::2026-02-19,Google,Gemini 3.1 Pro,2026-02-19,16,MRCR v2,benchmark_mrcr_v2,MRCR v2,canonical,exact,OpenAI,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; version_instability
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,1,LMArena,benchmark_lmarena,LMArena,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Agentic,General/Commonsense; Multilingual,instruction_following; preference_or_human_judgment; reasoning,construct_validity_risk; distribution_shift_risk; private_or_opaque_eval; version_instability
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,2,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,3,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,4,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,5,CharXiv Reasoning,benchmark_charxiv_reasoning,CharXiv Reasoning,canonical,exact,Academia,none,Academia,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,6,Video-MMMU,benchmark_video_mmmu,Video-MMMU,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,7,SimpleQA Verified,benchmark_simpleqa_verified,SimpleQA Verified,canonical,exact,Google,Google; DeepMind,Self-affiliated frontier lab,True,Knowledge Retrieval,General/Commonsense,Knowledge Retrieval,General/Commonsense,factual_knowledge,construct_validity_risk; contamination_risk
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,8,FACTS Benchmark suite,benchmark_facts_benchmark_suite,FACTS Benchmark suite,canonical,exact,Google,Google; DeepMind,Self-affiliated frontier lab,True,Knowledge Retrieval,General/Commonsense,Multimodal Perception,General/Commonsense; Other Specialized,document_understanding; factual_knowledge; instruction_following,construct_validity_risk; contamination_risk; provider_created_benchmark
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,9,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,10,LiveCodeBench,benchmark_livecodebench,LiveCodeBench,canonical,exact,Academia,none,Academia,False,Generative Reasoning,Coding/Engineering,Generative Reasoning,Coding/Engineering; STEM/Math,coding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
33,Google::Gemini 3.1 Flash-Lite::2026-03-03,Google,Gemini 3.1 Flash-Lite,2026-03-03,11,MRCR v2,benchmark_mrcr_v2,MRCR v2,canonical,exact,OpenAI,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,1,APEX-Agents,benchmark_apex_agents,APEX-Agents,canonical,exact,Others(Mercor),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,General/Commonsense; Other Specialized,agentic_task_completion; computer_use; domain_expertise; instruction_following; reasoning; tool_use; web_navigation,distribution_shift_risk; private_or_opaque_eval; unclear_metric
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,2,GDPval,benchmark_gdpval,GDPval,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Agentic,Bio/Medicine; Coding/Engineering; Finance; Law; Other Specialized,document_understanding; domain_expertise; instruction_following; preference_or_human_judgment; reasoning,construct_validity_risk; distribution_shift_risk; private_or_opaque_eval; provider_created_benchmark
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,3,FinanceAgent v1.1,benchmark_financeagent_v1_1,FinanceAgent v1.1,canonical,exact,"Academia, Others(vals.ai)",none,Academia,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Finance,agentic_task_completion; document_understanding; domain_expertise; mathematical_reasoning; reasoning; tool_use; web_navigation,construct_validity_risk; private_or_opaque_eval; unclear_metric; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,4,Investment Banking Modeling Tasks (Internal),benchmark_investment_banking_modeling_tasks_internal,Investment Banking Modeling Tasks (Internal),canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Generative Reasoning,Finance,domain_expertise; mathematical_reasoning; reasoning,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,5,OfficeQA,benchmark_officeqa,OfficeQA,canonical,exact,"Academia, Others(Databricks)",none,Academia,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Other Specialized; Visual/Document,agentic_task_completion; computer_use; document_understanding; tool_use,construct_validity_risk; private_or_opaque_eval; unclear_metric
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,6,BigLaw Bench,benchmark_biglaw_bench,BigLaw Bench,canonical,exact,Others(Harvey),none,Independent/industry,False,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Law,document_understanding; domain_expertise; long_context_reasoning; reasoning,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,7,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; instruction_following; multimodal_understanding; reasoning; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,8,WebArena-Verified,benchmark_webarena_verified,WebArena-Verified,canonical,exact,"Academia, Others(ServiceNow)",none,Academia,False,Agentic,General/Commonsense,Agentic,Coding/Engineering; General/Commonsense,agentic_task_completion; computer_use; instruction_following; tool_use; web_navigation,construct_validity_risk; contamination_risk; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,9,Online-Mind2Web,benchmark_online_mind2web,Online-Mind2Web,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; computer_use; instruction_following; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,10,MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,alias,version_alias,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,11,OmniDocBench,benchmark_omnidocbench,OmniDocBench,canonical,exact,"Academia, Others(OpenGVLab)",none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Multilingual; Visual/Document,document_understanding; multimodal_understanding,construct_validity_risk; contamination_risk; distribution_shift_risk
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,12,SWE-Bench Pro (Public),benchmark_swe_bench_pro,SWE-bench Pro,alias,version_alias,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,13,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,14,MCP Atlas,benchmark_scale_mcp_atlas,Scale MCP-Atlas,alias,provider_abbreviation,Others(Scale AI),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use,private_or_opaque_eval; provider_created_benchmark; unclear_metric; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,15,Toolathlon,benchmark_toolathlon,Toolathlon,canonical,exact,"Academia, Others(All Hands AI)",none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; tool_use,construct_validity_risk; unclear_metric
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,16,Tau2-bench Telecom,benchmark_tau_2_bench,TAU-2 bench,alias,version_alias,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,17,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; factual_knowledge; reasoning; tool_use; web_navigation,contamination_risk; distribution_shift_risk; provider_created_benchmark
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,18,Frontier Science Research,benchmark_frontier_science_research,Frontier Science Research,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,19,FrontierMath,benchmark_frontiermath,FrontierMath,canonical,exact,"Others(Epoch AI, backed by Google)",none,Independent/industry,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,private_or_opaque_eval
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,20,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
