provider,model_name,release_date,release_year,raw_mention,benchmark_id,benchmark_name,match_source,match_type,source_author,frontier_lab_author_affiliations,legacy_task_mode,legacy_task_domain,benchmark_review_status
Google,Gemini 3.0,2025-11-18,2025,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,Global PIQA,benchmark_global_piqa,Global PIQA,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,MRCR,benchmark_mrcr,MRCR,canonical,exact,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.0,2025-11-18,2025,LMArena,benchmark_lmarena,LMArena,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.1 Pro,2026-02-19,2026,ARC-AGI-2,benchmark_arc_agi_2,ARC-AGI-2,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,SWE-bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,canonical,exact,Others(Scale AI),none,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,LiveCodeBench Pro,benchmark_livecodebench_pro,LiveCodeBench Pro,canonical,exact,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,SciCode,benchmark_scicode,SciCode,canonical,exact,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,APEX-Agents,benchmark_apex_agents,APEX-Agents,canonical,exact,Others(Mercor),none,Agentic,Specialized (Law/Bio/Finance),legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,GDPval-AA,benchmark_gdpval_aa,GDPval-AA,canonical,exact,Others(Artificial Analysis),none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.1 Pro,2026-02-19,2026,TAU-2 bench,benchmark_tau_2_bench,TAU-2 bench,canonical,exact,Academia,none,Agentic,General/Commonsense,accepted
Google,Gemini 3.1 Pro,2026-02-19,2026,Scale MCP-Atlas,benchmark_scale_mcp_atlas,Scale MCP-Atlas,canonical,exact,Others(Scale AI),none,Agentic,General/Commonsense,accepted
Google,Gemini 3.1 Pro,2026-02-19,2026,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Agentic,General/Commonsense,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.1 Pro,2026-02-19,2026,MRCR v2,benchmark_mrcr_v2,MRCR v2,canonical,exact,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,LMArena,benchmark_lmarena,LMArena,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Generative Reasoning,STEM/Math,legacy_seed
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,CharXiv Reasoning,benchmark_charxiv_reasoning,CharXiv Reasoning,canonical,exact,Academia,none,Multimodal Perception,STEM/Math,accepted
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,Video-MMMU,benchmark_video_mmmu,Video-MMMU,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,SimpleQA Verified,benchmark_simpleqa_verified,SimpleQA Verified,canonical,exact,Google,Google; DeepMind,Knowledge Retrieval,General/Commonsense,legacy_seed
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,FACTS Benchmark suite,benchmark_facts_benchmark_suite,FACTS Benchmark suite,canonical,exact,Google,Google; DeepMind,Knowledge Retrieval,General/Commonsense,accepted
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,LiveCodeBench,benchmark_livecodebench,LiveCodeBench,canonical,exact,Academia,none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 3.1 Flash-Lite,2026-03-03,2026,MRCR v2,benchmark_mrcr_v2,MRCR v2,canonical,exact,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.5 Flash,2026-05-19,2026,Terminal-Bench 2.1,benchmark_terminal_bench_2_1,Terminal-Bench 2.1,canonical,exact,Academia,Anthropic,Agentic,Coding/Engineering,accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,SWE-Bench Pro (Public),benchmark_swe_bench_pro,SWE-bench Pro,alias,version_alias,Others(Scale AI),none,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 3.5 Flash,2026-05-19,2026,MCP Atlas,benchmark_scale_mcp_atlas,Scale MCP-Atlas,alias,provider_abbreviation,Others(Scale AI),none,Agentic,General/Commonsense,accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,Toolathlon,benchmark_toolathlon,Toolathlon,canonical,exact,"Academia, Others(All Hands AI)",none,Agentic,General/Commonsense,legacy_seed
Google,Gemini 3.5 Flash,2026-05-19,2026,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Agentic,General/Commonsense,accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,Finance Agent v2,benchmark_finance_agent_v2,Finance Agent v2,canonical,exact,Others(vals.ai),none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,GDPval-AA,benchmark_gdpval_aa,GDPval-AA,canonical,exact,Others(Artificial Analysis),none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,CharXiv Reasoning,benchmark_charxiv_reasoning,CharXiv Reasoning,canonical,exact,Academia,none,Multimodal Perception,STEM/Math,accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,MMMU-Pro,benchmark_mmmu_pro,MMMU Pro,alias,case_variant,Academia,none,Multimodal Perception,General/Commonsense,accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,Blueprint-Bench 2,benchmark_blueprint_bench_2,Blueprint-Bench 2,canonical,exact,Others(Andon Labs),none,Agentic,General/Commonsense,accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,MRCR v2 (8-needle),benchmark_mrcr_v2,MRCR v2,alias,version_alias,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.5 Flash,2026-05-19,2026,Humanity's Last Exam,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),alias,legacy_name,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.5 Flash,2026-05-19,2026,ARC-AGI-2,benchmark_arc_agi_2,ARC-AGI-2,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.5 Flash,2026-05-19,2026,Artificial Analysis Intelligence Index,benchmark_artificial_analysis_intelligence_index,Artificial Analysis Intelligence Index,canonical,exact,Others(Artificial Analysis),none,Generative Reasoning,General/Commonsense,accepted
Google,Gemini 3.6 Flash,2026-07-21,2026,Artificial Analysis Intelligence Index,benchmark_artificial_analysis_intelligence_index,Artificial Analysis Intelligence Index,canonical,exact,Others(Artificial Analysis),none,Generative Reasoning,General/Commonsense,accepted
Google,Gemini 3.6 Flash,2026-07-21,2026,DeepSWE v1.1,benchmark_deepswe_v1_1,DeepSWE v1.1,canonical,exact,Others(DataCurve),none,Agentic,Coding/Engineering,accepted
Google,Gemini 3.6 Flash,2026-07-21,2026,MLE-Bench,benchmark_mle_bench,MLE-Bench,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,accepted
Google,Gemini 3.6 Flash,2026-07-21,2026,GDPval-AA v2,benchmark_gdpval_aa_v2,GDPval-AA v2,canonical,exact,Others(Artificial Analysis),none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.6 Flash,2026-07-21,2026,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Agentic,General/Commonsense,accepted
Google,Gemini 3.5 Flash-Lite,2026-07-21,2026,Terminal-Bench 2.1,benchmark_terminal_bench_2_1,Terminal-Bench 2.1,canonical,exact,Academia,Anthropic,Agentic,Coding/Engineering,accepted
Google,Gemini 3.5 Flash-Lite,2026-07-21,2026,GDM-MRCR v2,benchmark_mrcr_v2,MRCR v2,alias,provider_abbreviation,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.5 Flash-Lite,2026-07-21,2026,GDPval-AA v2,benchmark_gdpval_aa_v2,GDPval-AA v2,canonical,exact,Others(Artificial Analysis),none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.5 Flash-Lite,2026-07-21,2026,SWE-Bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,alias,case_variant,Others(Scale AI),none,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 3.5 Flash-Lite,2026-07-21,2026,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Agentic,General/Commonsense,accepted
Google,Gemini 3.5 Flash Cyber,2026-07-21,2026,CyberGym,benchmark_cybergym,CyberGym,canonical,exact,Academia,none,Agentic,Coding/Engineering,legacy_seed
Google,Gemini 3.5 Flash Cyber,2026-07-21,2026,Big Sleep Evaluation,benchmark_big_sleep_evaluation,Big Sleep Evaluation,canonical,exact,Google DeepMind,Google; DeepMind,Agentic,Coding/Engineering,accepted
Google,Gemini 3.5 Flash Cyber,2026-07-21,2026,Chrome Production Commit Scanning Pipeline,benchmark_chrome_production_commit_scanning_pipeline,Chrome Production Commit Scanning Pipeline,canonical,exact,Google,Google,Agentic,Coding/Engineering,needs_review
Google,Gemini 3.7 Flash,2026-08-13,2026,Artificial Analysis Intelligence Index,benchmark_artificial_analysis_intelligence_index,Artificial Analysis Intelligence Index,canonical,exact,Others(Artificial Analysis),none,Generative Reasoning,General/Commonsense,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,FrontierCode 1.1 Main,benchmark_frontiercode_v1_1,FrontierCode v1.1,alias,version_alias,Others(Cognition),none,Agentic,Coding/Engineering,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,DeepSWE v1.1,benchmark_deepswe_v1_1,DeepSWE v1.1,canonical,exact,Others(DataCurve),none,Agentic,Coding/Engineering,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,Code Arena,benchmark_webdev_arena,WebDev Arena,alias,legacy_name,Others(Epoch AI),none,Generative Reasoning,Coding/Engineering,legacy_seed
Google,Gemini 3.7 Flash,2026-08-13,2026,Terminal-bench 2.1,benchmark_terminal_bench_2_1,Terminal-Bench 2.1,alias,case_variant,Academia,Anthropic,Agentic,Coding/Engineering,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,Terminal-bench 3.0,benchmark_terminal_bench_3_0,Terminal-Bench 3.0,alias,case_variant,"Academia, Others(Harbor; Laude Institute)",none,Agentic,General/Commonsense,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,AutomationBench,benchmark_automationbench,AutomationBench,canonical,exact,"Academia, Others(Zapier)",none,Agentic,General/Commonsense,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,GDPVal-AA v2,benchmark_gdpval_aa_v2,GDPval-AA v2,alias,case_variant,Others(Artificial Analysis),none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,Harvey LAB-AA,benchmark_harvey_lab_aa,Harvey LAB-AA,canonical,exact,Others(Artificial Analysis; Harvey),none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,GDP.pdf,benchmark_gdp_pdf,gdp.pdf,alias,case_variant,Others(Surge AI),none,Multimodal Perception,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,CharXiv Reasoning,benchmark_charxiv_reasoning,CharXiv Reasoning,canonical,exact,Academia,none,Multimodal Perception,STEM/Math,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,LVBench,benchmark_lvbench,LVBench,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,GDM-MRCR v2 (8-needle),benchmark_mrcr_v2,MRCR v2,alias,version_alias,OpenAI,Google; DeepMind,Generative Reasoning,General/Commonsense,legacy_seed
Google,Gemini 3.7 Flash,2026-08-13,2026,OSWorld-2.0,benchmark_osworld_2_0,OSWorld 2.0,alias,case_variant,Academia,none,Agentic,General/Commonsense,accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,Agent's Last Exam,benchmark_agents_last_exam,Agents' Last Exam,alias,legacy_name,"Academia, Others(Berkeley RDI; RDI Foundation)",none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,HLE-Verified,benchmark_hle_verified,HLE-Verified,canonical,exact,"Academia, Others(Alibaba)",none,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,BioMysteryBench,benchmark_biomysterybench,BioMysteryBench,canonical,exact,Anthropic,Anthropic,Generative Reasoning,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,LABBench2,benchmark_labbench2,LABBench2,canonical,exact,"Academia, Others(Edison Scientific; FutureHouse)",none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,Legal Agent Bench,benchmark_legal_agent_benchmark,Legal Agent Benchmark,alias,legacy_name,Others(Harvey),none,Agentic,Specialized (Law/Bio/Finance),accepted
Google,Gemini 3.7 Flash,2026-08-13,2026,Harbor-Index,benchmark_harbor_index,Harbor-Index,canonical,exact,Others(Harbor),none,Agentic,General/Commonsense,accepted
Anthropic,Claude 2,2023-07-11,2023,Uniform Bar Exam,benchmark_uniform_bar_exam,Uniform Bar Exam,canonical,exact,Academia,none,Generative Reasoning,Specialized (Law/Bio/Finance),legacy_seed
Anthropic,Claude 2,2023-07-11,2023,GRE,benchmark_gre,GRE,canonical,exact,"Academia, Others(ETS)",none,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 2,2023-07-11,2023,HumanEval,benchmark_humaneval,HumanEval,canonical,exact,OpenAI,OpenAI,Generative Reasoning,Coding/Engineering,legacy_seed
Anthropic,Claude 2,2023-07-11,2023,GSM8K,benchmark_gsm8k,GSM8K,canonical,exact,OpenAI,OpenAI,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,GSM8K,benchmark_gsm8k,GSM8K,canonical,exact,OpenAI,OpenAI,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,MGSM,benchmark_mgsm,MGSM,canonical,exact,"Google, Academia",Google,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,HumanEval,benchmark_humaneval,HumanEval,canonical,exact,OpenAI,OpenAI,Generative Reasoning,Coding/Engineering,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,DROP,benchmark_drop,DROP,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,Big-Bench Hard,benchmark_big_bench_hard,Big-Bench Hard,canonical,exact,Google,Google,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,ARC-AGI,benchmark_arc_agi,ARC-AGI,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,HellaSwag,benchmark_hellaswag,HellaSwag,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,AI2D,benchmark_ai2d,AI2D,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,Needle In A Haystack,benchmark_needle_in_a_haystack,Needle In A Haystack,canonical,exact,"Academia, Others(Microsoft)",none,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,MathVista,benchmark_mathvista,MathVista,canonical,exact,Academia,Microsoft,Multimodal Perception,STEM/Math,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,DocVQA,benchmark_docvqa,DocVQA,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 3,2024-03-04,2024,ChartQA,benchmark_chartqa,ChartQA,canonical,exact,Academia,none,Multimodal Perception,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,HumanEval,benchmark_humaneval,HumanEval,canonical,exact,OpenAI,OpenAI,Generative Reasoning,Coding/Engineering,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,GSM8K,benchmark_gsm8k,GSM8K,canonical,exact,OpenAI,OpenAI,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,MGSM,benchmark_mgsm,MGSM,canonical,exact,"Google, Academia",Google,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,DROP,benchmark_drop,DROP,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,Big-Bench Hard,benchmark_big_bench_hard,Big-Bench Hard,canonical,exact,Google,Google,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,MathVista,benchmark_mathvista,MathVista,canonical,exact,Academia,Microsoft,Multimodal Perception,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,AI2D,benchmark_ai2d,AI2D,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,DocVQA,benchmark_docvqa,DocVQA,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Sonnet,2024-06-21,2024,ChartQA,benchmark_chartqa,ChartQA,canonical,exact,Academia,none,Multimodal Perception,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,HumanEval,benchmark_humaneval,HumanEval,canonical,exact,OpenAI,OpenAI,Generative Reasoning,Coding/Engineering,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Agentic,General/Commonsense,legacy_seed
Anthropic,Claude 3.5 Haiku,2024-10-23,2024,OSWorld,benchmark_osworld,OSWorld,canonical,exact,Academia,none,Agentic,Coding/Engineering,legacy_seed
Anthropic,Claude 3.7 Sonnet,2025-02-25,2025,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed
Anthropic,Claude 3.7 Sonnet,2025-02-25,2025,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Agentic,General/Commonsense,legacy_seed
Anthropic,Claude 3.7 Sonnet,2025-02-25,2025,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.7 Sonnet,2025-02-25,2025,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 3.7 Sonnet,2025-02-25,2025,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 3.7 Sonnet,2025-02-25,2025,IFEval,benchmark_ifeval,IFEval,canonical,exact,Google,Google,Constraint Satisfaction,General/Commonsense,legacy_seed
Anthropic,Claude 3.7 Sonnet,2025-02-25,2025,MATH 500,benchmark_math_500,MATH 500,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 3.7 Sonnet,2025-02-25,2025,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 4,2025-05-23,2025,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed
Anthropic,Claude 4,2025-05-23,2025,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Agentic,General/Commonsense,legacy_seed
Anthropic,Claude 4,2025-05-23,2025,Terminal-bench,benchmark_terminal_bench,Terminal-bench,canonical,exact,Academia,Anthropic,Agentic,Coding/Engineering,legacy_seed
Anthropic,Claude 4,2025-05-23,2025,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 4,2025-05-23,2025,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 4,2025-05-23,2025,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 4,2025-05-23,2025,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
Anthropic,Claude 4.1 (Opus),2025-08-05,2025,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Agentic,Coding/Engineering,legacy_seed
Anthropic,Claude 4.1 (Opus),2025-08-05,2025,Terminal-bench,benchmark_terminal_bench,Terminal-bench,canonical,exact,Academia,Anthropic,Agentic,Coding/Engineering,legacy_seed
Anthropic,Claude 4.1 (Opus),2025-08-05,2025,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Generative Reasoning,STEM/Math,legacy_seed
Anthropic,Claude 4.1 (Opus),2025-08-05,2025,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Agentic,General/Commonsense,legacy_seed
Anthropic,Claude 4.1 (Opus),2025-08-05,2025,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Generative Reasoning,General/Commonsense,legacy_seed
Anthropic,Claude 4.1 (Opus),2025-08-05,2025,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Multimodal Perception,General/Commonsense,legacy_seed
